id,text,target
1742,i feel like the awkward year old i was and some days i really feel like a grown up,5
1743,i really just want someone to hold me and kiss me to make me feel loved and safe,3
1744,i wanted to feel convinced that she had truly found herself and her place in the world without a man but considering that the book started and ended with a relationship i was not thoroughly convinced,2
1745,i have faith but don t feel convinced that its if i am on here asking questions,2
1746,i feel that i want what i need and know that i just need to bleed in this fucked up world of my own,0
1747,i got a little bit of help from my brother at the beginning and lots of lucks near the end of the game which might make you feel dumb at least it did that to me hahaha and at the end you have to decide nikos and the worlds fate to save niko or to save the world,5
1748,i do feel rather nostalgic for the days gone by which will never return,3
1749,i could soon feel quite rejected,5
1750,i just can feel so pain but nothing to do blank and speechless,5
1751,i feel honored or insulted,2
1752,i felt a little bit of cramping and the same feelings i had been feeling for weeks so was not bothered by it,0
1753,id always been proud of where im coming from but now sometimes i feel im too dorky boring hipster in the wrong way awkward and then i wonder why dont people feel close to me,5
1754,i feel like a useless bastard,5
1755,i feel that the students in this classroom are very hostile towards any display of intellect just like the rest of society,0
1756,i feel kinda strange too cause i didnt encountered with such feelings last year,4
1757,i feel like garbage i am wonderful though i feel weak i am strong though i feel like a failure i succeed and though i feel unworthy i will live out my dream it ends and begins now,2
1758,i feel like this never get impatient around sharp objects as it will inevitably lead to tears,0
1759,i don t think i could feel more idiotic if i tried,5
1760,i was sipping my diet coke watching my the swimming lessons and feeling aggravated that my mousekins were not being better listeners the thought crossed my mind,0
1761,i think guys who feel need to compensate do it by being obnoxious,0
1762,i feel shitty as fuck,5
1763,i feel so invigorated by the sunshine,2
1764,i am not sure why i feel the need to share this experience with the world maybe its just that now that its over its actually pretty funny,4
1765,i don t know if he knew about buffy but i for one was feeling nervous about how the whole multiple dogs on a flight thing was going to pan out,1
1766,i feel like i m accomplishing something and when i feel passionate about life,2
1767,i feel a strong connection with another human being and i want to spend more time with her,2
1768,waiting for my girlfriend to come from her apt to mine she was very late and i thought something awful had happened,1
1769,i feel all glamorous,2
1770,ive been feeling jealous lately of bloggers going off to author readings and book si,0
1771,i feel so doomed for my botany lec finals later,5
1772,im re reading that sentence and feeling foolish,5
